"","YEAR","MONTH","CARRIER","EMPTOTAL","X","yearmonth","yearmonthday"
"965",2007,"12","CZQ",20,NA,"200712",2007-12-01
"966",2007,"12","DL",50974,NA,"200712",2007-12-01
"967",2007,"12","E0",369,NA,"200712",2007-12-01
"968",2007,"12","E9",94,NA,"200712",2007-12-01
"969",2007,"12","ER",965,NA,"200712",2007-12-01
"970",2007,"12","EV",4385,NA,"200712",2007-12-01
"971",2007,"12","EZ",526,NA,"200712",2007-12-01
"972",2007,"12","F2",131,NA,"200712",2007-12-01
"973",2007,"12","F9",5737,NA,"200712",2007-12-01
"974",2007,"12","FCQ",69,NA,"200712",2007-12-01
"975",2007,"12","FE",164,NA,"200712",2007-12-01
"976",2007,"12","FL",8627,NA,"200712",2007-12-01
"977",2007,"12","FX",142557,NA,"200712",2007-12-01
"978",2007,"12","G4",1375,NA,"200712",2007-12-01
"979",2007,"12","G7",363,NA,"200712",2007-12-01
"980",2007,"12","GFQ",83,NA,"200712",2007-12-01
"981",2007,"12","GG",83,NA,"200712",2007-12-01
"982",2007,"12","GL",405,NA,"200712",2007-12-01
"983",2007,"12","GR",393,NA,"200712",2007-12-01
"984",2007,"12","HA",3445,NA,"200712",2007-12-01
"985",2007,"12","JW",427,NA,"200712",2007-12-01
"986",2007,"12","KAQ",905,NA,"200712",2007-12-01
"987",2007,"12","KLQ",45,NA,"200712",2007-12-01
"988",2007,"12","L2",159,NA,"200712",2007-12-01
"989",2007,"12","M6",610,NA,"200712",2007-12-01
"990",2007,"12","MG",613,NA,"200712",2007-12-01
"991",2007,"12","MQ",10435,NA,"200712",2007-12-01
"992",2007,"12","MRQ",89,NA,"200712",2007-12-01
"993",2007,"12",NA,868,NA,"200712",2007-12-01
"994",2007,"12","NC",229,NA,"200712",2007-12-01
"995",2007,"12","NK",2309,NA,"200712",2007-12-01
"996",2007,"12","NW",31472,NA,"200712",2007-12-01
"997",2007,"12","OH",6712,NA,"200712",2007-12-01
"998",2007,"12","OO",11117,NA,"200712",2007-12-01
"999",2007,"12","OW",1899,NA,"200712",2007-12-01
"1000",2007,"12","PCQ",380,NA,"200712",2007-12-01
"1001",2007,"12","PFQ",41,NA,"200712",2007-12-01
"1002",2007,"12","PO",455,NA,"200712",2007-12-01
"1003",2007,"12","PRQ",73,NA,"200712",2007-12-01
"1004",2007,"12","PT",209,NA,"200712",2007-12-01
"1005",2007,"12","QX",4056,NA,"200712",2007-12-01
"1006",2007,"12","RD",649,NA,"200712",2007-12-01
"1007",2007,"12","SLQ",128,NA,"200712",2007-12-01
"1008",2007,"12","SX",381,NA,"200712",2007-12-01
"1009",2007,"12","SY",1072,NA,"200712",2007-12-01
"1010",2007,"12","TZ",2394,NA,"200712",2007-12-01
"1011",2007,"12","U5",658,NA,"200712",2007-12-01
"1012",2007,"12","U7",384,NA,"200712",2007-12-01
"1013",2007,"12","UA",55250,NA,"200712",2007-12-01
"1014",2007,"12","US",35742,NA,"200712",2007-12-01
"1015",2007,"12","VCQ",0,NA,"200712",2007-12-01
"1016",2007,"12","VX",760,NA,"200712",2007-12-01
"1017",2007,"12","WE",526,NA,"200712",2007-12-01
"1018",2007,"12","WI",201,NA,"200712",2007-12-01
"1019",2007,"12","WN",34650,NA,"200712",2007-12-01
"1020",2007,"12","WO",1314,NA,"200712",2007-12-01
"1021",2007,"12","X9",906,NA,"200712",2007-12-01
"1022",2007,"12","XE",8192,NA,"200712",2007-12-01
"1023",2007,"12","XJ",3414,NA,"200712",2007-12-01
"1024",2007,"12","XP",130,NA,"200712",2007-12-01
"1025",2007,"12","YV",3117,NA,"200712",2007-12-01
"1026",2007,"12","YX",2437,NA,"200712",2007-12-01
"1027",2007,"12","ZW",2377,NA,"200712",2007-12-01
"1028",2008,"01","09Q",121,NA,"200801",2008-01-01
"1029",2008,"01","16",1201,NA,"200801",2008-01-01
"1030",2008,"01","3Z",282,NA,"200801",2008-01-01
"1031",2008,"01","5X",6159,NA,"200801",2008-01-01
"1032",2008,"01","5Y",1205,NA,"200801",2008-01-01
"1033",2008,"01","8C",372,NA,"200801",2008-01-01
"1034",2008,"01","9E",4159,NA,"200801",2008-01-01
"1035",2008,"01","9S",495,NA,"200801",2008-01-01
"1036",2008,"01","AA",78732,NA,"200801",2008-01-01
"1037",2008,"01","ABX",10657,NA,"200801",2008-01-01
"1038",2008,"01","AJQ",247,NA,"200801",2008-01-01
"1039",2008,"01","AMQ",35,NA,"200801",2008-01-01
"1040",2008,"01","AQ",3592,NA,"200801",2008-01-01
"1041",2008,"01","AS",10425,NA,"200801",2008-01-01
"1042",2008,"01","B6",11877,NA,"200801",2008-01-01
"1043",2008,"01","BNQ",4,NA,"200801",2008-01-01
"1044",2008,"01","CO",39735,NA,"200801",2008-01-01
"1045",2008,"01","CP",384,NA,"200801",2008-01-01
"1046",2008,"01","CS",1332,NA,"200801",2008-01-01
"1047",2008,"01","CZQ",20,NA,"200801",2008-01-01
"1048",2008,"01","DL",50653,NA,"200801",2008-01-01
"1049",2008,"01","E0",385,NA,"200801",2008-01-01
"1050",2008,"01","E9",94,NA,"200801",2008-01-01
"1051",2008,"01","ER",954,NA,"200801",2008-01-01
"1052",2008,"01","EV",4484,NA,"200801",2008-01-01
"1053",2008,"01","EZ",501,NA,"200801",2008-01-01
"1054",2008,"01","F2",47,NA,"200801",2008-01-01
"1055",2008,"01","F9",5809,NA,"200801",2008-01-01
"1056",2008,"01","FCQ",69,NA,"200801",2008-01-01
"1057",2008,"01","FE",158,NA,"200801",2008-01-01
"1058",2008,"01","FL",8425,NA,"200801",2008-01-01
"1059",2008,"01","FX",141917,NA,"200801",2008-01-01
"1060",2008,"01","G4",1363,NA,"200801",2008-01-01
"1061",2008,"01","G7",375,NA,"200801",2008-01-01
"1062",2008,"01","GFQ",83,NA,"200801",2008-01-01
"1063",2008,"01","GL",399,NA,"200801",2008-01-01
"1064",2008,"01","GR",335,NA,"200801",2008-01-01
"1065",2008,"01","HA",3410,NA,"200801",2008-01-01
"1066",2008,"01","JW",432,NA,"200801",2008-01-01
"1067",2008,"01","KAQ",905,NA,"200801",2008-01-01
"1068",2008,"01","KLQ",45,NA,"200801",2008-01-01
"1069",2008,"01","L2",158,NA,"200801",2008-01-01
"1070",2008,"01","M6",602,NA,"200801",2008-01-01
"1071",2008,"01","MG",644,NA,"200801",2008-01-01
"1072",2008,"01","MQ",10410,NA,"200801",2008-01-01
"1073",2008,"01","MRQ",87,NA,"200801",2008-01-01
"1074",2008,"01",NA,859,NA,"200801",2008-01-01
"1075",2008,"01","NC",219,NA,"200801",2008-01-01
"1076",2008,"01","NK",2339,NA,"200801",2008-01-01
"1077",2008,"01","NW",30816,NA,"200801",2008-01-01
"1078",2008,"01","OH",6575,NA,"200801",2008-01-01
"1079",2008,"01","OO",11115,NA,"200801",2008-01-01
"1080",2008,"01","OW",1943,NA,"200801",2008-01-01
"1081",2008,"01","PCQ",425,NA,"200801",2008-01-01
"1082",2008,"01","PFQ",41,NA,"200801",2008-01-01
"1083",2008,"01","PO",455,NA,"200801",2008-01-01
"1084",2008,"01","PRQ",73,NA,"200801",2008-01-01
"1085",2008,"01","PT",209,NA,"200801",2008-01-01
"1086",2008,"01","QX",4065,NA,"200801",2008-01-01
"1087",2008,"01","RD",654,NA,"200801",2008-01-01
"1088",2008,"01","RW",1348,NA,"200801",2008-01-01
"1089",2008,"01","S5",1151,NA,"200801",2008-01-01
"1090",2008,"01","SI",23,NA,"200801",2008-01-01
"1091",2008,"01","SLQ",124,NA,"200801",2008-01-01
"1092",2008,"01","SX",431,NA,"200801",2008-01-01
"1093",2008,"01","SY",1085,NA,"200801",2008-01-01
"1094",2008,"01","TZ",2300,NA,"200801",2008-01-01
"1095",2008,"01","U5",658,NA,"200801",2008-01-01
"1096",2008,"01","U7",384,NA,"200801",2008-01-01
"1097",2008,"01","UA",55288,NA,"200801",2008-01-01
"1098",2008,"01","US",35707,NA,"200801",2008-01-01
"1099",2008,"01","VCQ",0,NA,"200801",2008-01-01
"1100",2008,"01","VX",784,NA,"200801",2008-01-01
"1101",2008,"01","WE",586,NA,"200801",2008-01-01
"1102",2008,"01","WI",202,NA,"200801",2008-01-01
"1103",2008,"01","WN",34462,NA,"200801",2008-01-01
"1104",2008,"01","WO",1343,NA,"200801",2008-01-01
"1105",2008,"01","X9",906,NA,"200801",2008-01-01
"1106",2008,"01","XE",8102,NA,"200801",2008-01-01
"1107",2008,"01","XJ",3545,NA,"200801",2008-01-01
"1108",2008,"01","XP",129,NA,"200801",2008-01-01
"1109",2008,"01","YV",3042,NA,"200801",2008-01-01
"1110",2008,"01","YX",2422,NA,"200801",2008-01-01
"1111",2008,"01","ZW",2321,NA,"200801",2008-01-01
"1112",2008,"02","09Q",121,NA,"200802",2008-02-01
"1113",2008,"02","16",1175,NA,"200802",2008-02-01
"1114",2008,"02","3Z",286,NA,"200802",2008-02-01
"1115",2008,"02","5X",6142,NA,"200802",2008-02-01
"1116",2008,"02","5Y",1205,NA,"200802",2008-02-01
"1117",2008,"02","8C",372,NA,"200802",2008-02-01
"1118",2008,"02","9E",4178,NA,"200802",2008-02-01
"1119",2008,"02","9S",530,NA,"200802",2008-02-01
"1120",2008,"02","AA",78565,NA,"200802",2008-02-01
"1121",2008,"02","ABX",10593,NA,"200802",2008-02-01
"1122",2008,"02","AJQ",249,NA,"200802",2008-02-01
"1123",2008,"02","AMQ",35,NA,"200802",2008-02-01
"1124",2008,"02","AQ",3395,NA,"200802",2008-02-01
"1125",2008,"02","AS",10510,NA,"200802",2008-02-01
"1126",2008,"02","B6",11949,NA,"200802",2008-02-01
"1127",2008,"02","BNQ",4,NA,"200802",2008-02-01
"1128",2008,"02","CO",39976,NA,"200802",2008-02-01
"1129",2008,"02","CP",411,NA,"200802",2008-02-01
"1130",2008,"02","CS",1327,NA,"200802",2008-02-01
"1131",2008,"02","CZQ",20,NA,"200802",2008-02-01
"1132",2008,"02","DL",51123,NA,"200802",2008-02-01
"1133",2008,"02","E0",425,NA,"200802",2008-02-01
"1134",2008,"02","E9",52,NA,"200802",2008-02-01
"1135",2008,"02","ER",951,NA,"200802",2008-02-01
"1136",2008,"02","EV",4559,NA,"200802",2008-02-01
"1137",2008,"02","EZ",488,NA,"200802",2008-02-01
"1138",2008,"02","F2",22,NA,"200802",2008-02-01
"1139",2008,"02","F9",5792,NA,"200802",2008-02-01
"1140",2008,"02","FCQ",69,NA,"200802",2008-02-01
"1141",2008,"02","FE",151,NA,"200802",2008-02-01
"1142",2008,"02","FL",8475,NA,"200802",2008-02-01
"1143",2008,"02","FX",143645,NA,"200802",2008-02-01
"1144",2008,"02","G4",1411,NA,"200802",2008-02-01
"1145",2008,"02","G7",370,NA,"200802",2008-02-01
"1146",2008,"02","GFQ",80,NA,"200802",2008-02-01
"1147",2008,"02","GL",417,NA,"200802",2008-02-01
"1148",2008,"02","GR",392,NA,"200802",2008-02-01
"1149",2008,"02","HA",3437,NA,"200802",2008-02-01
"1150",2008,"02","JW",439,NA,"200802",2008-02-01
"1151",2008,"02","KAQ",957,NA,"200802",2008-02-01
"1152",2008,"02","KLQ",44,NA,"200802",2008-02-01
"1153",2008,"02","L2",161,NA,"200802",2008-02-01
"1154",2008,"02","L4",309,NA,"200802",2008-02-01
"1155",2008,"02","M6",623,NA,"200802",2008-02-01
"1156",2008,"02","MG",621,NA,"200802",2008-02-01
"1157",2008,"02","MQ",10464,NA,"200802",2008-02-01
"1158",2008,"02","MRQ",87,NA,"200802",2008-02-01
"1159",2008,"02",NA,855,NA,"200802",2008-02-01
"1160",2008,"02","NC",218,NA,"200802",2008-02-01
"1161",2008,"02","NK",2500,NA,"200802",2008-02-01
"1162",2008,"02","NW",30964,NA,"200802",2008-02-01
"1163",2008,"02","OH",6458,NA,"200802",2008-02-01
"1164",2008,"02","OO",11023,NA,"200802",2008-02-01
"1165",2008,"02","OW",1998,NA,"200802",2008-02-01
"1166",2008,"02","PCQ",424,NA,"200802",2008-02-01
"1167",2008,"02","PFQ",43,NA,"200802",2008-02-01
"1168",2008,"02","PO",454,NA,"200802",2008-02-01
"1169",2008,"02","PRQ",72,NA,"200802",2008-02-01
"1170",2008,"02","PT",208,NA,"200802",2008-02-01
"1171",2008,"02","QX",4052,NA,"200802",2008-02-01
"1172",2008,"02","RD",646,NA,"200802",2008-02-01
"1173",2008,"02","RW",699,NA,"200802",2008-02-01
"1174",2008,"02","S5",1078,NA,"200802",2008-02-01
"1175",2008,"02","SI",19,NA,"200802",2008-02-01
"1176",2008,"02","SLQ",124,NA,"200802",2008-02-01
"1177",2008,"02","SX",448,NA,"200802",2008-02-01
"1178",2008,"02","SY",712,NA,"200802",2008-02-01
"1179",2008,"02","TZ",2255,NA,"200802",2008-02-01
"1180",2008,"02","U5",684,NA,"200802",2008-02-01
"1181",2008,"02","U7",392,NA,"200802",2008-02-01
"1182",2008,"02","UA",55254,NA,"200802",2008-02-01
"1183",2008,"02","US",35751,NA,"200802",2008-02-01
"1184",2008,"02","VCQ",0,NA,"200802",2008-02-01
"1185",2008,"02","VX",862,NA,"200802",2008-02-01
"1186",2008,"02","WE",608,NA,"200802",2008-02-01
"1187",2008,"02","WI",203,NA,"200802",2008-02-01
"1188",2008,"02","WN",34346,NA,"200802",2008-02-01
"1189",2008,"02","WO",1335,NA,"200802",2008-02-01
"1190",2008,"02","X9",935,NA,"200802",2008-02-01
"1191",2008,"02","XE",8051,NA,"200802",2008-02-01
"1192",2008,"02","XJ",3630,NA,"200802",2008-02-01
"1193",2008,"02","XP",158,NA,"200802",2008-02-01
"1194",2008,"02","YV",2963,NA,"200802",2008-02-01
"1195",2008,"02","YX",2398,NA,"200802",2008-02-01
"1196",2008,"02","ZW",2335,NA,"200802",2008-02-01
"1197",2008,"03","09Q",119,NA,"200803",2008-03-01
"1198",2008,"03","16",1161,NA,"200803",2008-03-01
"1199",2008,"03","3Z",297,NA,"200803",2008-03-01
"1200",2008,"03","5X",6134,NA,"200803",2008-03-01
"1201",2008,"03","5Y",1232,NA,"200803",2008-03-01
"1202",2008,"03","8C",390,NA,"200803",2008-03-01
"1203",2008,"03","9E",4061,NA,"200803",2008-03-01
"1204",2008,"03","9S",540,NA,"200803",2008-03-01
"1205",2008,"03","AA",78493,NA,"200803",2008-03-01
"1206",2008,"03","ABX",10500,NA,"200803",2008-03-01
"1207",2008,"03","AJQ",256,NA,"200803",2008-03-01
"1208",2008,"03","AMQ",34,NA,"200803",2008-03-01
"1209",2008,"03","AQ",3560,NA,"200803",2008-03-01
"1210",2008,"03","AS",10595,NA,"200803",2008-03-01
"1211",2008,"03","B6",12026,NA,"200803",2008-03-01
"1212",2008,"03","BNQ",4,NA,"200803",2008-03-01
"1213",2008,"03","CO",40170,NA,"200803",2008-03-01
"1214",2008,"03","CP",456,NA,"200803",2008-03-01
"1215",2008,"03","CS",1321,NA,"200803",2008-03-01
"1216",2008,"03","CZQ",20,NA,"200803",2008-03-01
"1217",2008,"03","DL",51512,NA,"200803",2008-03-01
"1218",2008,"03","E0",457,NA,"200803",2008-03-01
"1219",2008,"03","E9",46,NA,"200803",2008-03-01
"1220",2008,"03","ER",952,NA,"200803",2008-03-01
"1221",2008,"03","EV",4587,NA,"200803",2008-03-01
"1222",2008,"03","EZ",481,NA,"200803",2008-03-01
"1223",2008,"03","F2",20,NA,"200803",2008-03-01
"1224",2008,"03","F9",5671,NA,"200803",2008-03-01
"1225",2008,"03","FCQ",68,NA,"200803",2008-03-01
"1226",2008,"03","FE",142,NA,"200803",2008-03-01
"1227",2008,"03","FL",8649,NA,"200803",2008-03-01
"1228",2008,"03","FX",143693,NA,"200803",2008-03-01
"1229",2008,"03","G4",1477,NA,"200803",2008-03-01
"1230",2008,"03","G7",368,NA,"200803",2008-03-01
"1231",2008,"03","GFQ",81,NA,"200803",2008-03-01
"1232",2008,"03","GL",396,NA,"200803",2008-03-01
"1233",2008,"03","GR",384,NA,"200803",2008-03-01
"1234",2008,"03","HA",3500,NA,"200803",2008-03-01
"1235",2008,"03","JW",434,NA,"200803",2008-03-01
"1236",2008,"03","KAQ",960,NA,"200803",2008-03-01
"1237",2008,"03","KLQ",42,NA,"200803",2008-03-01
"1238",2008,"03","L2",160,NA,"200803",2008-03-01
"1239",2008,"03","L4",349,NA,"200803",2008-03-01
"1240",2008,"03","M6",617,NA,"200803",2008-03-01
"1241",2008,"03","MG",600,NA,"200803",2008-03-01
"1242",2008,"03","MQ",10478,NA,"200803",2008-03-01
"1243",2008,"03","MRQ",99,NA,"200803",2008-03-01
"1244",2008,"03","NC",221,NA,"200803",2008-03-01
"1245",2008,"03","NK",2606,NA,"200803",2008-03-01
"1246",2008,"03","NW",31187,NA,"200803",2008-03-01
"1247",2008,"03","OH",6441,NA,"200803",2008-03-01
"1248",2008,"03","OO",10885,NA,"200803",2008-03-01
"1249",2008,"03","OW",2004,NA,"200803",2008-03-01
"1250",2008,"03","PCQ",442,NA,"200803",2008-03-01
"1251",2008,"03","PFQ",44,NA,"200803",2008-03-01
"1252",2008,"03","PO",445,NA,"200803",2008-03-01
"1253",2008,"03","PRQ",70,NA,"200803",2008-03-01
"1254",2008,"03","PT",207,NA,"200803",2008-03-01
"1255",2008,"03","QX",4061,NA,"200803",2008-03-01
"1256",2008,"03","RD",646,NA,"200803",2008-03-01
"1257",2008,"03","RW",699,NA,"200803",2008-03-01
"1258",2008,"03","S5",1078,NA,"200803",2008-03-01
"1259",2008,"03","SI",26,NA,"200803",2008-03-01
"1260",2008,"03","SLQ",124,NA,"200803",2008-03-01
"1261",2008,"03","SX",445,NA,"200803",2008-03-01
"1262",2008,"03","SY",1067,NA,"200803",2008-03-01
"1263",2008,"03","U5",684,NA,"200803",2008-03-01
"1264",2008,"03","U7",396,NA,"200803",2008-03-01
"1265",2008,"03","UA",55662,NA,"200803",2008-03-01
"1266",2008,"03","US",35702,NA,"200803",2008-03-01
"1267",2008,"03","VCQ",0,NA,"200803",2008-03-01
"1268",2008,"03","VX",927,NA,"200803",2008-03-01
"1269",2008,"03","WE",635,NA,"200803",2008-03-01
"1270",2008,"03","WI",218,NA,"200803",2008-03-01
"1271",2008,"03","WN",34222,NA,"200803",2008-03-01
"1272",2008,"03","WO",1280,NA,"200803",2008-03-01
"1273",2008,"03","X9",936,NA,"200803",2008-03-01
"1274",2008,"03","XE",7908,NA,"200803",2008-03-01
"1275",2008,"03","XJ",3584,NA,"200803",2008-03-01
"1276",2008,"03","XP",141,NA,"200803",2008-03-01
"1277",2008,"03","YV",2954,NA,"200803",2008-03-01
"1278",2008,"03","YX",2397,NA,"200803",2008-03-01
"1279",2008,"03","ZW",2386,NA,"200803",2008-03-01
"1280",2008,"04","09Q",120,NA,"200804",2008-04-01
"1281",2008,"04","16",1155,NA,"200804",2008-04-01
"1282",2008,"04","3Z",304,NA,"200804",2008-04-01
"1283",2008,"04","5X",6126,NA,"200804",2008-04-01
"1284",2008,"04","5Y",1233,NA,"200804",2008-04-01
"1285",2008,"04","8C",384,NA,"200804",2008-04-01
"1286",2008,"04","9E",4063,NA,"200804",2008-04-01
"1287",2008,"04","9L",1358,NA,"200804",2008-04-01
"1288",2008,"04","9S",521,NA,"200804",2008-04-01
"1289",2008,"04","AA",78443,NA,"200804",2008-04-01
"1290",2008,"04","ABX",10462,NA,"200804",2008-04-01
"1291",2008,"04","AJQ",252,NA,"200804",2008-04-01
"1292",2008,"04","AMQ",36,NA,"200804",2008-04-01
"1293",2008,"04","AS",10637,NA,"200804",2008-04-01
"1294",2008,"04","B6",12154,NA,"200804",2008-04-01
"1295",2008,"04","BNQ",4,NA,"200804",2008-04-01
"1296",2008,"04","CO",40339,NA,"200804",2008-04-01
"1297",2008,"04","CP",500,NA,"200804",2008-04-01
"1298",2008,"04","CS",1278,NA,"200804",2008-04-01
"1299",2008,"04","DL",51573,NA,"200804",2008-04-01
"1300",2008,"04","E0",93,NA,"200804",2008-04-01
"1301",2008,"04","E9",13,NA,"200804",2008-04-01
"1302",2008,"04","ER",957,NA,"200804",2008-04-01
"1303",2008,"04","EV",4611,NA,"200804",2008-04-01
"1304",2008,"04","EZ",481,NA,"200804",2008-04-01
"1305",2008,"04","F2",15,NA,"200804",2008-04-01
"1306",2008,"04","F9",5611,NA,"200804",2008-04-01
"1307",2008,"04","FCQ",61,NA,"200804",2008-04-01
"1308",2008,"04","FE",145,NA,"200804",2008-04-01
"1309",2008,"04","FL",8571,NA,"200804",2008-04-01
"1310",2008,"04","FX",143761,NA,"200804",2008-04-01
"1311",2008,"04","G4",1505,NA,"200804",2008-04-01
"1312",2008,"04","G7",359,NA,"200804",2008-04-01
"1313",2008,"04","GFQ",73,NA,"200804",2008-04-01
"1314",2008,"04","GL",390,NA,"200804",2008-04-01
"1315",2008,"04","GR",383,NA,"200804",2008-04-01
"1316",2008,"04","HA",3458,NA,"200804",2008-04-01
"1317",2008,"04","JW",438,NA,"200804",2008-04-01
"1318",2008,"04","KAQ",989,NA,"200804",2008-04-01
"1319",2008,"04","KLQ",43,NA,"200804",2008-04-01
"1320",2008,"04","L2",161,NA,"200804",2008-04-01
"1321",2008,"04","L4",363,NA,"200804",2008-04-01
"1322",2008,"04","M6",631,NA,"200804",2008-04-01
"1323",2008,"04","MG",578,NA,"200804",2008-04-01
"1324",2008,"04","MQ",10465,NA,"200804",2008-04-01
"1325",2008,"04","MRQ",98,NA,"200804",2008-04-01
"1326",2008,"04",NA,865,NA,"200804",2008-04-01
"1327",2008,"04","NC",222,NA,"200804",2008-04-01
"1328",2008,"04","NK",2561,NA,"200804",2008-04-01
"1329",2008,"04","NW",30683,NA,"200804",2008-04-01
"1330",2008,"04","OH",6432,NA,"200804",2008-04-01
"1331",2008,"04","OO",10565,NA,"200804",2008-04-01
"1332",2008,"04","OW",1984,NA,"200804",2008-04-01
"1333",2008,"04","PCQ",431,NA,"200804",2008-04-01
"1334",2008,"04","PFQ",44,NA,"200804",2008-04-01
"1335",2008,"04","PO",441,NA,"200804",2008-04-01
"1336",2008,"04","PRQ",75,NA,"200804",2008-04-01
"1337",2008,"04","PT",219,NA,"200804",2008-04-01
"1338",2008,"04","QX",4091,NA,"200804",2008-04-01
"1339",2008,"04","RD",630,NA,"200804",2008-04-01
"1340",2008,"04","RW",1489,NA,"200804",2008-04-01
"1341",2008,"04","S5",1175,NA,"200804",2008-04-01
"1342",2008,"04","SI",26,NA,"200804",2008-04-01
"1343",2008,"04","SLQ",124,NA,"200804",2008-04-01
"1344",2008,"04","SY",932,NA,"200804",2008-04-01
"1345",2008,"04","U5",675,NA,"200804",2008-04-01
"1346",2008,"04","U7",396,NA,"200804",2008-04-01
"1347",2008,"04","UA",55527,NA,"200804",2008-04-01
"1348",2008,"04","US",35847,NA,"200804",2008-04-01
"1349",2008,"04","VCQ",0,NA,"200804",2008-04-01
"1350",2008,"04","VX",820,NA,"200804",2008-04-01
"1351",2008,"04","WE",653,NA,"200804",2008-04-01
"1352",2008,"04","WI",225,NA,"200804",2008-04-01
"1353",2008,"04","WN",34384,NA,"200804",2008-04-01
"1354",2008,"04","WO",1277,NA,"200804",2008-04-01
"1355",2008,"04","X9",997,NA,"200804",2008-04-01
"1356",2008,"04","XE",7839,NA,"200804",2008-04-01
"1357",2008,"04","XJ",3698,NA,"200804",2008-04-01
"1358",2008,"04","XP",131,NA,"200804",2008-04-01
"1359",2008,"04","YV",2944,NA,"200804",2008-04-01
"1360",2008,"04","YX",2367,NA,"200804",2008-04-01
"1361",2008,"04","ZW",2944,NA,"200804",2008-04-01
"1362",2008,"05","09Q",122,NA,"200805",2008-05-01
"1363",2008,"05","16",1141,NA,"200805",2008-05-01
"1364",2008,"05","3Z",302,NA,"200805",2008-05-01
"1365",2008,"05","5X",6110,NA,"200805",2008-05-01
"1366",2008,"05","5Y",1229,NA,"200805",2008-05-01
"1367",2008,"05","8C",399,NA,"200805",2008-05-01
"1368",2008,"05","9E",4094,NA,"200805",2008-05-01
"1369",2008,"05","9L",1408,NA,"200805",2008-05-01
"1370",2008,"05","9S",532,NA,"200805",2008-05-01
"1371",2008,"05","AA",78634,NA,"200805",2008-05-01
"1372",2008,"05","ABX",10197,NA,"200805",2008-05-01
"1373",2008,"05","AJQ",253,NA,"200805",2008-05-01
"1374",2008,"05","AMQ",35,NA,"200805",2008-05-01
"1375",2008,"05","KH",397,NA,"200805",2008-05-01
"1376",2008,"05","AS",10670,NA,"200805",2008-05-01
"1377",2008,"05","B6",12110,NA,"200805",2008-05-01
"1378",2008,"05","BNQ",4,NA,"200805",2008-05-01
"1379",2008,"05","CO",40444,NA,"200805",2008-05-01
"1380",2008,"05","CP",551,NA,"200805",2008-05-01
"1381",2008,"05","CS",1275,NA,"200805",2008-05-01
"1382",2008,"05","DL",51483,NA,"200805",2008-05-01
"1383",2008,"05","ER",977,NA,"200805",2008-05-01
"1384",2008,"05","EV",4645,NA,"200805",2008-05-01
"1385",2008,"05","EZ",484,NA,"200805",2008-05-01
"1386",2008,"05","F2",10,NA,"200805",2008-05-01
"1387",2008,"05","F9",5617,NA,"200805",2008-05-01
"1388",2008,"05","FCQ",60,NA,"200805",2008-05-01
"1389",2008,"05","FE",129,NA,"200805",2008-05-01
"1390",2008,"05","FL",8624,NA,"200805",2008-05-01
"1391",2008,"05","FX",145124,NA,"200805",2008-05-01
"1392",2008,"05","G4",1492,NA,"200805",2008-05-01
"1393",2008,"05","G7",351,NA,"200805",2008-05-01
"1394",2008,"05","GFQ",70,NA,"200805",2008-05-01
"1395",2008,"05","GL",389,NA,"200805",2008-05-01
"1396",2008,"05","GR",384,NA,"200805",2008-05-01
"1397",2008,"05","HA",3591,NA,"200805",2008-05-01
"1398",2008,"05","JW",463,NA,"200805",2008-05-01
"1399",2008,"05","KAQ",1013,NA,"200805",2008-05-01
"1400",2008,"05","KLQ",44,NA,"200805",2008-05-01
"1401",2008,"05","L2",162,NA,"200805",2008-05-01
"1402",2008,"05","L4",364,NA,"200805",2008-05-01
"1403",2008,"05","M6",591,NA,"200805",2008-05-01
"1404",2008,"05","MG",565,NA,"200805",2008-05-01
"1405",2008,"05","MQ",10496,NA,"200805",2008-05-01
"1406",2008,"05","MRQ",108,NA,"200805",2008-05-01
"1407",2008,"05",NA,862,NA,"200805",2008-05-01
"1408",2008,"05","NC",235,NA,"200805",2008-05-01
"1409",2008,"05","NK",2645,NA,"200805",2008-05-01
"1410",2008,"05","NW",30811,NA,"200805",2008-05-01
"1411",2008,"05","OH",6338,NA,"200805",2008-05-01
"1412",2008,"05","OO",10395,NA,"200805",2008-05-01
"1413",2008,"05","OW",1985,NA,"200805",2008-05-01
"1414",2008,"05","PCQ",449,NA,"200805",2008-05-01
"1415",2008,"05","PFQ",44,NA,"200805",2008-05-01
"1416",2008,"05","PO",441,NA,"200805",2008-05-01
"1417",2008,"05","PRQ",75,NA,"200805",2008-05-01
"1418",2008,"05","PT",227,NA,"200805",2008-05-01
"1419",2008,"05","QX",4096,NA,"200805",2008-05-01
"1420",2008,"05","RD",631,NA,"200805",2008-05-01
"1421",2008,"05","RW",1489,NA,"200805",2008-05-01
"1422",2008,"05","S5",1175,NA,"200805",2008-05-01
"1423",2008,"05","SI",27,NA,"200805",2008-05-01
"1424",2008,"05","SLQ",120,NA,"200805",2008-05-01
"1425",2008,"05","SY",916,NA,"200805",2008-05-01
"1426",2008,"05","U5",644,NA,"200805",2008-05-01
"1427",2008,"05","U7",401,NA,"200805",2008-05-01
"1428",2008,"05","UA",55017,NA,"200805",2008-05-01
"1429",2008,"05","US",35938,NA,"200805",2008-05-01
"1430",2008,"05","VCQ",0,NA,"200805",2008-05-01
"1431",2008,"05","VX",1161,NA,"200805",2008-05-01
"1432",2008,"05","WE",671,NA,"200805",2008-05-01
